datetime,function,payer,receiver,days,net_frac,cpu_frac,max_payment,queue_max
01/02/2020 20:01:09,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,995733164240,995733164240,5000000.0001,0
01/02/2020 21:01:09,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,729119143422,729119143422,5000000.0001,0
01/02/2020 22:01:10,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,586559286428,586559286428,5000000.0001,0
01/02/2020 23:01:10,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,954179892310,954179892310,5000000.0001,0
01/03/2020 00:01:11,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,935774201435,935774201435,5000000.0001,0
01/03/2020 01:01:11,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,678859319139,678859319139,5000000.0001,0
01/03/2020 02:01:12,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,437285593967,437285593967,5000000.0001,0
01/04/2020 03:01:12,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,512352799887,512352799887,5000000.0001,0
01/04/2020 04:01:12,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,213162497211,213162497211,5000000.0001,0
01/04/2020 05:01:13,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,737758675585,737758675585,5000000.0001,0
01/04/2020 06:01:13,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,506620568331,506620568331,5000000.0001,0
01/04/2020 07:01:14,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,721302903374,721302903374,5000000.0001,0
01/04/2020 08:01:14,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,155013822369,155013822369,5000000.0001,0
01/04/2020 09:01:15,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,350067085761,350067085761,5000000.0001,0
01/04/2020 10:01:15,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,476664733921,476664733921,5000000.0001,0
01/04/2020 11:01:16,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,542777935992,542777935992,5000000.0001,0
01/04/2020 12:01:16,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,938213267733,938213267733,5000000.0001,0
01/04/2020 13:01:17,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,402090001106,402090001106,5000000.0001,0
01/04/2020 14:01:17,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,299484041250,299484041250,5000000.0001,0
01/04/2020 15:01:18,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,344775652963,344775652963,5000000.0001,0
01/04/2020 16:01:18,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,478464069134,478464069134,5000000.0001,0
01/04/2020 17:01:19,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,482515636256,482515636256,5000000.0001,0
01/04/2020 18:01:19,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,384823020834,384823020834,5000000.0001,0
01/05/2020 19:01:19,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,692250570703,692250570703,5000000.0001,0
01/05/2020 20:01:20,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,585111635796,585111635796,5000000.0001,0
01/05/2020 21:01:20,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,954722898794,954722898794,5000000.0001,0
01/05/2020 22:01:21,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,860772967505,860772967505,5000000.0001,0
01/05/2020 23:01:21,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,377708077358,377708077358,5000000.0001,0
01/06/2020 00:01:22,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,805166762103,805166762103,5000000.0001,0
01/06/2020 01:01:22,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,108206512731,108206512731,5000000.0001,0
01/06/2020 02:01:23,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,580872143731,580872143731,5000000.0001,0
01/06/2020 03:01:23,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,804898573184,804898573184,5000000.0001,0
01/06/2020 04:01:24,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,406410884541,406410884541,5000000.0001,0
01/06/2020 05:01:24,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,946363678377,946363678377,5000000.0001,0
01/06/2020 06:01:25,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,741671745739,741671745739,5000000.0001,0
01/06/2020 07:01:25,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,741202408290,741202408290,5000000.0001,0
01/06/2020 08:01:26,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,293829890417,293829890417,5000000.0001,0
01/06/2020 09:01:26,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,237130017617,237130017617,5000000.0001,0
01/06/2020 10:01:27,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,944642348157,944642348157,5000000.0001,0
01/07/2020 11:01:27,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,800576603297,800576603297,5000000.0001,0
01/07/2020 12:01:27,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,147497684170,147497684170,5000000.0001,0
01/07/2020 13:01:28,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,467935047043,467935047043,5000000.0001,0
01/07/2020 14:01:28,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,201626579006,201626579006,5000000.0001,0
01/07/2020 15:01:29,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,148256092870,148256092870,5000000.0001,0
01/07/2020 16:01:29,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,500100247777,500100247777,5000000.0001,0
01/07/2020 17:01:30,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,805837240706,805837240706,5000000.0001,0
01/07/2020 18:01:30,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,183128563694,183128563694,5000000.0001,0
01/07/2020 19:01:31,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,773269801247,773269801247,5000000.0001,0
01/07/2020 20:01:31,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,129551414010,129551414010,5000000.0001,0
01/07/2020 21:01:32,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,910122754338,910122754338,5000000.0001,0
01/07/2020 22:01:32,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,238348951184,238348951184,5000000.0001,0
01/07/2020 23:01:33,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,656549325980,656549325980,5000000.0001,0
01/08/2020 00:01:33,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,468807796032,468807796032,5000000.0001,0
01/08/2020 01:01:34,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,653835460312,653835460312,5000000.0001,0
01/08/2020 02:01:34,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,132103682243,132103682243,5000000.0001,0
01/09/2020 03:01:34,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,553142125850,553142125850,5000000.0001,0
01/09/2020 04:01:35,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,154194927965,154194927965,5000000.0001,0
01/09/2020 05:01:35,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,674674758871,674674758871,5000000.0001,0
01/09/2020 06:01:36,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,879699734595,879699734595,5000000.0001,0
01/09/2020 07:01:36,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,708128168266,708128168266,5000000.0001,0
01/09/2020 08:01:37,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,464160473221,464160473221,5000000.0001,0
01/09/2020 09:01:37,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,410694373992,410694373992,5000000.0001,0
01/09/2020 10:01:38,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,467561336993,467561336993,5000000.0001,0
01/09/2020 11:01:38,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,897862468085,897862468085,5000000.0001,0
01/09/2020 12:01:39,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,157211078428,157211078428,5000000.0001,0
01/09/2020 13:01:39,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,721280924008,721280924008,5000000.0001,0
01/09/2020 14:01:40,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,168729366944,168729366944,5000000.0001,0
01/09/2020 15:01:40,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,328623244481,328623244481,5000000.0001,0
01/09/2020 16:01:41,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,720150996643,720150996643,5000000.0001,0
01/09/2020 17:01:41,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,286832547979,286832547979,5000000.0001,0
01/09/2020 18:01:42,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,101555387988,101555387988,5000000.0001,0
01/10/2020 19:01:42,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,222415333391,222415333391,5000000.0001,0
01/10/2020 20:01:42,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,252870222248,252870222248,5000000.0001,0
01/10/2020 21:01:43,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,547890262345,547890262345,5000000.0001,0
01/10/2020 22:01:43,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,146542479422,146542479422,5000000.0001,0
01/10/2020 23:01:44,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,555758123308,555758123308,5000000.0001,0
01/11/2020 00:01:44,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,796412961397,796412961397,5000000.0001,0
01/11/2020 01:01:45,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,213575748884,213575748884,5000000.0001,0
01/11/2020 02:01:45,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,100033013924,100033013924,5000000.0001,0
01/11/2020 03:01:46,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,732419953021,732419953021,5000000.0001,0
01/11/2020 04:01:46,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,172554512163,172554512163,5000000.0001,0
01/11/2020 05:01:47,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,689720288388,689720288388,5000000.0001,0
01/11/2020 06:01:47,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,531476208220,531476208220,5000000.0001,0
01/11/2020 07:01:48,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,122040736477,122040736477,5000000.0001,0
01/11/2020 08:01:48,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,697950893312,697950893312,5000000.0001,0
01/11/2020 09:01:49,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,500091437081,500091437081,5000000.0001,0
01/11/2020 10:01:49,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,210891552414,210891552414,5000000.0001,0
01/12/2020 11:01:49,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,812376247021,812376247021,5000000.0001,0
01/12/2020 12:01:50,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,641686288554,641686288554,5000000.0001,0
01/12/2020 13:01:50,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,828966126196,828966126196,5000000.0001,0
01/12/2020 14:01:51,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,964823244366,964823244366,5000000.0001,0
01/12/2020 15:01:51,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,745450708129,745450708129,5000000.0001,0
01/12/2020 16:01:52,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,682330513393,682330513393,5000000.0001,0
01/12/2020 17:01:52,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,862962564844,862962564844,5000000.0001,0
01/12/2020 18:01:53,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,262829838457,262829838457,5000000.0001,0
01/12/2020 19:01:53,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,526329902802,526329902802,5000000.0001,0
01/12/2020 20:01:54,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,246027802613,246027802613,5000000.0001,0
01/12/2020 21:01:54,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,696404370795,696404370795,5000000.0001,0
01/12/2020 22:01:55,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,791652404737,791652404737,5000000.0001,0
01/12/2020 23:01:55,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,646418171891,646418171891,5000000.0001,0
01/13/2020 00:01:56,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,222354852895,222354852895,5000000.0001,0
01/13/2020 01:01:56,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,200566993483,200566993483,5000000.0001,0
01/13/2020 02:01:57,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,883096163368,883096163368,5000000.0001,0
01/14/2020 03:01:57,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,930009024400,930009024400,5000000.0001,0
01/14/2020 04:01:57,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,379865717880,379865717880,5000000.0001,0
01/14/2020 05:01:58,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,578881473652,578881473652,5000000.0001,0
01/14/2020 06:01:58,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,207926015821,207926015821,5000000.0001,0
01/14/2020 07:01:59,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,484398539138,484398539138,5000000.0001,0
01/14/2020 08:01:59,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,974291532869,974291532869,5000000.0001,0
01/14/2020 09:02:00,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,747465517775,747465517775,5000000.0001,0
01/14/2020 10:02:00,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,845570306100,845570306100,5000000.0001,0
01/14/2020 11:02:01,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,640745334991,640745334991,5000000.0001,0
01/14/2020 12:02:01,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,835406212943,835406212943,5000000.0001,0
01/14/2020 13:02:02,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,592189264153,592189264153,5000000.0001,0
01/14/2020 14:02:02,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,286301692299,286301692299,5000000.0001,0
01/14/2020 15:02:03,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,202623568426,202623568426,5000000.0001,0
01/14/2020 16:02:03,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,625768007787,625768007787,5000000.0001,0
01/14/2020 17:02:04,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,823624132984,823624132984,5000000.0001,0
01/14/2020 18:02:04,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,777345512249,777345512249,5000000.0001,0
01/15/2020 19:02:04,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,702732338360,702732338360,5000000.0001,0
01/15/2020 20:02:05,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,825841195432,825841195432,5000000.0001,0
01/15/2020 21:02:05,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,840457989599,840457989599,5000000.0001,0
01/15/2020 22:02:06,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,930558595656,930558595656,5000000.0001,0
01/15/2020 23:02:06,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,344753662213,344753662213,5000000.0001,0
01/16/2020 00:02:07,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,414474413901,414474413901,5000000.0001,0
01/16/2020 01:02:07,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,541388660950,541388660950,5000000.0001,0
01/16/2020 02:02:08,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,214495755559,214495755559,5000000.0001,0
01/16/2020 03:02:08,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,300456848936,300456848936,5000000.0001,0
01/16/2020 04:02:09,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,649245313597,649245313597,5000000.0001,0
01/16/2020 05:02:09,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,854902297128,854902297128,5000000.0001,0
01/16/2020 06:02:10,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,876254898727,876254898727,5000000.0001,0
01/16/2020 07:02:10,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,992220197382,992220197382,5000000.0001,0
01/16/2020 08:02:11,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,612566843630,612566843630,5000000.0001,0
01/16/2020 09:02:11,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,420537479669,420537479669,5000000.0001,0
01/16/2020 10:02:12,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,994358116955,994358116955,5000000.0001,0
01/17/2020 11:02:12,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,171316782246,171316782246,5000000.0001,0
01/17/2020 12:02:12,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,465231091277,465231091277,5000000.0001,0
01/17/2020 13:02:13,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,316601534730,316601534730,5000000.0001,0
01/17/2020 14:02:13,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,218837497329,218837497329,5000000.0001,0
01/17/2020 15:02:14,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,505088316799,505088316799,5000000.0001,0
01/17/2020 16:02:14,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,306186866127,306186866127,5000000.0001,0
01/17/2020 17:02:15,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,414936060529,414936060529,5000000.0001,0
01/17/2020 18:02:15,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,726217349817,726217349817,5000000.0001,0
01/17/2020 19:02:16,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,882794981948,882794981948,5000000.0001,0
01/17/2020 20:02:16,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,581068882270,581068882270,5000000.0001,0
01/17/2020 21:02:17,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,634820780238,634820780238,5000000.0001,0
01/17/2020 22:02:17,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,396040091044,396040091044,5000000.0001,0
01/17/2020 23:02:18,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,350727672188,350727672188,5000000.0001,0
01/18/2020 00:02:18,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,514263155292,514263155292,5000000.0001,0
01/18/2020 01:02:19,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,736559459903,736559459903,5000000.0001,0
01/18/2020 02:02:19,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,950063487733,950063487733,5000000.0001,0
01/19/2020 03:02:19,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,235455931484,235455931484,5000000.0001,0
01/19/2020 04:02:20,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,980762403905,980762403905,5000000.0001,0
01/19/2020 05:02:20,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,282114904632,282114904632,5000000.0001,0
01/19/2020 06:02:21,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,197520100922,197520100922,5000000.0001,0
01/19/2020 07:02:21,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,848323737808,848323737808,5000000.0001,0
01/19/2020 08:02:22,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,160430581156,160430581156,5000000.0001,0
01/19/2020 09:02:22,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,830872102580,830872102580,5000000.0001,0
01/19/2020 10:02:23,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,185794055618,185794055618,5000000.0001,0
01/19/2020 11:02:23,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,869287197721,869287197721,5000000.0001,0
01/19/2020 12:02:24,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,621215213713,621215213713,5000000.0001,0
01/19/2020 13:02:24,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,311547528035,311547528035,5000000.0001,0
01/19/2020 14:02:25,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,525938598889,525938598889,5000000.0001,0
01/19/2020 15:02:25,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,551772517618,551772517618,5000000.0001,0
01/19/2020 16:02:26,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,393619717247,393619717247,5000000.0001,0
01/19/2020 17:02:26,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,422130169884,422130169884,5000000.0001,0
01/19/2020 18:02:27,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,677083027730,677083027730,5000000.0001,0
01/20/2020 19:02:27,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,202948916942,202948916942,5000000.0001,0
01/20/2020 20:02:27,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,718772595886,718772595886,5000000.0001,0
01/20/2020 21:02:28,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,305165738201,305165738201,5000000.0001,0
01/20/2020 22:02:28,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,352086256609,352086256609,5000000.0001,0
01/20/2020 23:02:29,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,766098737511,766098737511,5000000.0001,0
01/21/2020 00:02:29,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,584940215553,584940215553,5000000.0001,0
01/21/2020 01:02:30,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,951894762062,951894762062,5000000.0001,0
01/21/2020 02:02:30,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,441227246842,441227246842,5000000.0001,0
01/21/2020 03:02:31,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,220359863992,220359863992,5000000.0001,0
01/21/2020 04:02:31,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,681166460878,681166460878,5000000.0001,0
01/21/2020 05:02:32,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,277024577185,277024577185,5000000.0001,0
01/21/2020 06:02:32,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,416814521435,416814521435,5000000.0001,0
01/21/2020 07:02:33,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,448381789898,448381789898,5000000.0001,0
01/21/2020 08:02:33,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,391229038339,391229038339,5000000.0001,0
01/21/2020 09:02:34,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,592146400572,592146400572,5000000.0001,0
01/21/2020 10:02:34,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,340254700214,340254700214,5000000.0001,0
01/22/2020 11:02:34,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,452727932915,452727932915,5000000.0001,0
01/22/2020 12:02:35,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,139457186287,139457186287,5000000.0001,0
01/22/2020 13:02:35,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,589666660450,589666660450,5000000.0001,0
01/22/2020 14:02:36,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,772672870034,772672870034,5000000.0001,0
01/22/2020 15:02:36,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,465049731552,465049731552,5000000.0001,0
01/22/2020 16:02:37,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,345928655928,345928655928,5000000.0001,0
01/22/2020 17:02:37,rentbw,aaaaaaaaaaaa,aaaaaaaaaaaa,30,275849618117,275849618117,5000000.0001,0
